Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-03-11 08:29,Kettlebell Clean and Press,1,1,0,44 lbs x 1 reps,44 lbs,1
2014-03-11 08:29,Kettlebell Clean and Press,1,2,0,44 lbs x 2 reps,44 lbs,2
2014-03-11 08:29,Kettlebell Clean and Press,1,3,0,44 lbs x 3 reps,44 lbs,3
2014-03-11 08:29,Kettlebell Clean and Press,1,4,0,44 lbs x 1 reps,44 lbs,1
2014-03-11 08:29,Kettlebell Clean and Press,1,5,0,44 lbs x 2 reps,44 lbs,2
2014-03-11 08:29,Kettlebell Clean and Press,1,6,0,44 lbs x 3 reps,44 lbs,3
2014-03-11 08:29,Kettlebell Clean and Press,1,7,0,44 lbs x 1 reps,44 lbs,1
2014-03-11 08:29,Kettlebell Clean and Press,1,8,0,44 lbs x 2 reps,44 lbs,2
2014-03-11 08:29,Kettlebell Clean and Press,1,9,0,44 lbs x 3 reps,44 lbs,3
2014-03-11 08:29,Kettlebell Clean and Press,1,10,0,44 lbs x 1 reps,44 lbs,1
2014-03-11 08:29,Kettlebell Clean and Press,1,11,0,44 lbs x 2 reps,44 lbs,2
2014-03-11 08:29,Kettlebell Clean and Press,1,12,0,44 lbs x 3 reps,44 lbs,3
2014-03-11 08:29,Chin-Up,2,1,0,1 reps,,1
2014-03-11 08:29,Chin-Up,2,2,0,2 reps,,2
2014-03-11 08:29,Chin-Up,2,3,0,3 reps,,3
2014-03-11 08:29,Chin-Up,2,4,0,1 reps,,1
2014-03-11 08:29,Chin-Up,2,5,0,2 reps,,2
2014-03-11 08:29,Chin-Up,2,6,0,3 reps,,3
2014-03-11 08:29,Chin-Up,2,7,0,1 reps,,1
2014-03-11 08:29,Chin-Up,2,8,0,2 reps,,2
2014-03-11 08:29,Chin-Up,2,9,0,3 reps,,3
2014-03-11 08:29,Chin-Up,2,10,0,1 reps,,1
2014-03-11 08:29,Chin-Up,2,11,0,2 reps,,2
2014-03-11 08:29,Chin-Up,2,12,0,3 reps,,3
2014-03-11 08:29,Two-Arm Kettlebell Swing,3,1,0,54 lbs x 10 reps,54 lbs,10
2014-03-11 08:29,Two-Arm Kettlebell Swing,3,2,0,54 lbs x 10 reps,54 lbs,10
2014-03-11 08:29,Two-Arm Kettlebell Swing,3,3,0,54 lbs x 10 reps,54 lbs,10
2014-03-11 08:29,Two-Arm Kettlebell Swing,3,4,0,54 lbs x 10 reps,54 lbs,10
2014-03-11 08:29,Two-Arm Kettlebell Swing,3,5,1,54 lbs x 10 reps,54 lbs,10
