Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-07-15 11:15,Foam Rolling,1,1,0,10:00,600 sec,,
2013-07-15 11:15,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-07-15 11:15,Squat,2,2,0,165 lbs x 5 reps,,165 lbs,5
2013-07-15 11:15,Squat,2,3,0,195 lbs x 3 reps,,195 lbs,3
2013-07-15 11:15,Squat,2,4,0,230 lbs x 3 reps,,230 lbs,3
2013-07-15 11:15,Squat,2,5,0,230 lbs x 3 reps,,230 lbs,3
2013-07-15 11:15,Squat,2,6,0,230 lbs x 3 reps,,230 lbs,3
2013-07-15 11:15,Barbell Rear Lunge,3,1,0,65 lbs x 5 reps,,65 lbs,5
2013-07-15 11:15,Barbell Rear Lunge,3,2,0,65 lbs x 5 reps,,65 lbs,5
2013-07-15 11:15,Barbell Rear Lunge,3,3,0,65 lbs x 5 reps,,65 lbs,5
2013-07-15 11:15,Barbell Rear Lunge,3,4,0,65 lbs x 5 reps,,65 lbs,5
2013-07-15 11:15,Chin-Up,4,1,0,7 reps,,,7
2013-07-15 11:15,Chin-Up,4,2,0,7 reps,,,7
2013-07-15 11:15,Push Up,5,1,0,10 reps,,,10
2013-07-15 11:15,Push Up,5,2,0,10 reps,,,10
2013-07-15 11:15,Push Up,5,3,0,10 reps,,,10
2013-07-15 11:15,Push Up,5,4,0,10 reps,,,10
2013-07-15 11:15,Push Up,5,5,0,10 reps,,,10
