Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-12-09 10:54,Squat,1,1,0,115 lbs x 5 reps,115 lbs,5
2013-12-09 10:54,Squat,1,2,0,140 lbs x 5 reps,140 lbs,5
2013-12-09 10:54,Squat,1,3,0,170 lbs x 3 reps,170 lbs,3
2013-12-09 10:54,Squat,1,4,0,210 lbs x 5 reps,210 lbs,5
2013-12-09 10:54,Squat,1,5,0,240 lbs x 3 reps,240 lbs,3
2013-12-09 10:54,Squat,1,6,0,270 lbs x 3 reps,270 lbs,3
2013-12-09 10:54,Barbell Rear Lunge,2,1,0,65 lbs x 5 reps,65 lbs,5
2013-12-09 10:54,Barbell Rear Lunge,2,2,0,65 lbs x 5 reps,65 lbs,5
2013-12-09 10:54,Barbell Rear Lunge,2,3,0,65 lbs x 5 reps,65 lbs,5
2013-12-09 10:54,Barbell Rear Lunge,2,4,0,65 lbs x 5 reps,65 lbs,5
2013-12-09 10:54,Romanian Deadlift,3,1,0,115 lbs x 5 reps,115 lbs,5
2013-12-09 10:54,Romanian Deadlift,3,2,0,115 lbs x 5 reps,115 lbs,5
2013-12-09 10:54,Romanian Deadlift,3,3,0,115 lbs x 5 reps,115 lbs,5
2013-12-09 10:54,Romanian Deadlift,3,4,0,115 lbs x 5 reps,115 lbs,5
