Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-25 11:56,Foam Rolling,1,1,0,20:00,1200 sec,,
2013-03-25 11:56,Overhead Press,2,1,0,55 lbs x 5 reps,,55 lbs,5
2013-03-25 11:56,Overhead Press,2,2,0,70 lbs x 5 reps,,70 lbs,5
2013-03-25 11:56,Overhead Press,2,3,0,85 lbs x 3 reps,,85 lbs,3
2013-03-25 11:56,Overhead Press,2,4,0,90 lbs x 5 reps,,90 lbs,5
2013-03-25 11:56,Overhead Press,2,5,0,105 lbs x 5 reps,,105 lbs,5
2013-03-25 11:56,Overhead Press,2,6,1,115 lbs x 8 reps,,115 lbs,8
2013-03-25 11:56,Bench Press,3,1,0,95 lbs x 10 reps,,95 lbs,10
2013-03-25 11:56,Bench Press,3,2,0,95 lbs x 10 reps,,95 lbs,10
2013-03-25 11:56,Bench Press,3,3,0,95 lbs x 10 reps,,95 lbs,10
2013-03-25 11:56,Bench Press,3,4,0,95 lbs x 10 reps,,95 lbs,10
2013-03-25 11:56,Bench Press,3,5,0,95 lbs x 10 reps,,95 lbs,10
2013-03-25 11:56,Chin-Up,4,1,0,5 reps,,,5
2013-03-25 11:56,Chin-Up,4,2,0,5 reps,,,5
2013-03-25 11:56,Chin-Up,4,3,0,5 reps,,,5
2013-03-25 11:56,Chin-Up,4,4,0,5 reps,,,5
2013-03-25 11:56,Chin-Up,4,5,0,5 reps,,,5
