Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-05-28 10:20,Foam Rolling,1,1,0,10:00,600 sec,,
2013-05-28 10:20,Overhead Press,2,1,0,60 lbs x 5 reps,,60 lbs,5
2013-05-28 10:20,Overhead Press,2,2,0,75 lbs x 5 reps,,75 lbs,5
2013-05-28 10:20,Overhead Press,2,3,0,90 lbs x 3 reps,,90 lbs,3
2013-05-28 10:20,Overhead Press,2,4,0,105 lbs x 3 reps,,105 lbs,3
2013-05-28 10:20,Overhead Press,2,5,0,120 lbs x 3 reps,,120 lbs,3
2013-05-28 10:20,Overhead Press,2,6,0,135 lbs x 5 reps,,135 lbs,5
2013-05-28 10:20,Bench Press,3,1,0,100 lbs x 10 reps,,100 lbs,10
2013-05-28 10:20,Bench Press,3,2,0,100 lbs x 10 reps,,100 lbs,10
2013-05-28 10:20,Bench Press,3,3,0,100 lbs x 10 reps,,100 lbs,10
2013-05-28 10:20,Bench Press,3,4,0,100 lbs x 10 reps,,100 lbs,10
2013-05-28 10:20,Bench Press,3,5,0,100 lbs x 10 reps,,100 lbs,10
2013-05-28 10:20,Chin-Up,4,1,0,5 reps,,,5
2013-05-28 10:20,Chin-Up,4,2,0,5 reps,,,5
2013-05-28 10:20,Chin-Up,4,3,0,6 reps,,,6
2013-05-28 10:20,Chin-Up,4,4,0,6 reps,,,6
2013-05-28 10:20,Chin-Up,4,5,0,6 reps,,,6
2013-05-28 10:20,Curl,5,1,0,55 lbs x 8 reps,,55 lbs,8
2013-05-28 10:20,Curl,5,2,0,55 lbs x 7 reps,,55 lbs,7
2013-05-28 10:20,Curl,5,3,0,55 lbs x 4 reps,,55 lbs,4
