Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-09-19 10:24,Foam Rolling,1,1,0,15:00,900 sec,,
2013-09-19 10:24,Bench Press,2,1,0,105 lbs x 5 reps,,105 lbs,5
2013-09-19 10:24,Bench Press,2,2,0,140 lbs x 5 reps,,140 lbs,5
2013-09-19 10:24,Bench Press,2,3,0,160 lbs x 3 reps,,160 lbs,3
2013-09-19 10:24,Bench Press,2,4,0,180 lbs x 3 reps,,180 lbs,3
2013-09-19 10:24,Bench Press,2,5,0,185 lbs x 2 reps,,185 lbs,2
2013-09-19 10:24,Bench Press,2,6,0,185 lbs x 2 reps,,185 lbs,2
2013-09-19 10:24,Bench Press,2,7,0,190 lbs x 3 reps,,190 lbs,3
2013-09-19 10:24,Overhead Press,3,1,0,105 lbs x 5 reps,,105 lbs,5
2013-09-19 10:24,Overhead Press,3,2,0,105 lbs x 5 reps,,105 lbs,5
2013-09-19 10:24,Overhead Press,3,3,0,105 lbs x 5 reps,,105 lbs,5
2013-09-19 10:24,Overhead Press,3,4,0,105 lbs x 5 reps,,105 lbs,5
2013-09-19 10:24,Weighted Dip,4,1,0,x 10 reps,,,10
2013-09-19 10:24,Weighted Dip,4,2,0,x 10 reps,,,10
2013-09-19 10:24,Weighted Dip,4,3,0,x 10 reps,,,10
2013-09-19 10:24,Dumbbell Curl,5,1,1,30 lbs x 8 reps,,30 lbs,8
2013-09-19 10:24,Dumbbell Curl,5,2,0,30 lbs x 7 reps,,30 lbs,7
2013-09-19 10:24,Dumbbell Curl,5,3,1,30 lbs x 5 reps,,30 lbs,5
