Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-09-20 10:29,Foam Rolling,1,1,0,20:00,1200 sec,,
2013-09-20 10:29,Deadlift,2,1,0,175 lbs x 5 reps,,175 lbs,5
2013-09-20 10:29,Deadlift,2,2,0,225 lbs x 5 reps,,225 lbs,5
2013-09-20 10:29,Deadlift,2,3,0,260 lbs x 3 reps,,260 lbs,3
2013-09-20 10:29,Deadlift,2,4,0,295 lbs x 3 reps,,295 lbs,3
2013-09-20 10:29,Deadlift,2,5,0,305 lbs x 2 reps,,305 lbs,2
2013-09-20 10:29,Deadlift,2,6,0,305 lbs x 2 reps,,305 lbs,2
2013-09-20 10:29,Deadlift,2,7,0,315 lbs x 3 reps,,315 lbs,3
2013-09-20 10:29,Squat,3,1,0,210 lbs x 5 reps,,210 lbs,5
2013-09-20 10:29,Squat,3,2,0,210 lbs x 5 reps,,210 lbs,5
2013-09-20 10:29,Squat,3,3,0,210 lbs x 5 reps,,210 lbs,5
2013-09-20 10:29,Squat,3,4,0,210 lbs x 5 reps,,210 lbs,5
2013-09-20 10:29,Chin-Up,4,1,0,7 reps,,,7
2013-09-20 10:29,Chin-Up,4,2,0,7 reps,,,7
2013-09-20 10:29,Chin-Up,4,3,0,7 reps,,,7
