Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-09-23 10:26,Foam Rolling,1,1,0,10:00,600 sec,,
2013-09-23 10:26,Overhead Press,2,1,0,75 lbs x 5 reps,,75 lbs,5
2013-09-23 10:26,Overhead Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-09-23 10:26,Overhead Press,2,3,0,110 lbs x 3 reps,,110 lbs,3
2013-09-23 10:26,Overhead Press,2,4,0,130 lbs x 3 reps,,130 lbs,3
2013-09-23 10:26,Overhead Press,2,5,0,135 lbs x 2 reps,,135 lbs,2
2013-09-23 10:26,Overhead Press,2,6,0,135 lbs x 2 reps,,135 lbs,2
2013-09-23 10:26,Overhead Press,2,7,0,135 lbs x 3 reps,,135 lbs,3
2013-09-23 10:26,Bench Press,3,1,0,160 lbs x 4 reps,,160 lbs,4
2013-09-23 10:26,Bench Press,3,2,0,160 lbs x 4 reps,,160 lbs,4
2013-09-23 10:26,Bench Press,3,3,0,160 lbs x 4 reps,,160 lbs,4
2013-09-23 10:26,Bench Press,3,4,0,160 lbs x 4 reps,,160 lbs,4
2013-09-23 10:26,Weighted Dip,4,1,0,x 10 reps,,,10
2013-09-23 10:26,Weighted Dip,4,2,0,x 10 reps,,,10
2013-09-23 10:26,Weighted Dip,4,3,0,x 10 reps,,,10
2013-09-23 10:26,Dumbbell Curl,5,1,0,30 lbs x 8 reps,,30 lbs,8
2013-09-23 10:26,Dumbbell Curl,5,2,0,30 lbs x 8 reps,,30 lbs,8
2013-09-23 10:26,Dumbbell Curl,5,3,0,30 lbs x 5 reps,,30 lbs,5
