Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,1,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,2,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,3,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,4,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,5,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,6,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,7,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,8,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,9,0,44 lbs x 10 reps,44 lbs,10
2014-06-07 10:39,Two-Arm Kettlebell Swing,1,10,0,44 lbs x 10 reps,44 lbs,10
