Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-10-28 09:35,Squat,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-10-28 09:35,Squat,1,2,0,155 lbs x 5 reps,155 lbs,5
2013-10-28 09:35,Squat,1,3,0,190 lbs x 5 reps,190 lbs,5
2013-10-28 09:35,Squat,1,4,0,220 lbs x 5 reps,220 lbs,5
2013-10-28 09:35,Squat,1,5,0,255 lbs x 5 reps,255 lbs,5
2013-10-28 09:35,Bench Press,2,1,0,95 lbs x 5 reps,95 lbs,5
2013-10-28 09:35,Bench Press,2,2,0,115 lbs x 5 reps,115 lbs,5
2013-10-28 09:35,Bench Press,2,3,0,135 lbs x 5 reps,135 lbs,5
2013-10-28 09:35,Bench Press,2,4,0,160 lbs x 5 reps,160 lbs,5
2013-10-28 09:35,Bench Press,2,5,0,180 lbs x 5 reps,180 lbs,5
2013-10-28 09:35,Pendlay Row,3,1,0,80 lbs x 5 reps,80 lbs,5
2013-10-28 09:35,Pendlay Row,3,2,0,100 lbs x 5 reps,100 lbs,5
2013-10-28 09:35,Pendlay Row,3,3,0,120 lbs x 5 reps,120 lbs,5
2013-10-28 09:35,Pendlay Row,3,4,0,140 lbs x 5 reps,140 lbs,5
2013-10-28 09:35,Pendlay Row,3,5,0,160 lbs x 5 reps,160 lbs,5
